Price,date,Close,High,Low,Open,Volume
Ticker,,NVDA,NVDA,NVDA,NVDA,NVDA
84,07-03-2025,112.6654587,113.4552875,107.5365711,111.2257699,341755500
85,10-03-2025,106.9567032,111.8256376,105.43703,109.8760654,366487400
86,11-03-2025,108.7363129,112.2155506,104.7471764,106.9666941,354865700
87,12-03-2025,115.725441,116.745317,112.8658001,114.1056496,323857500
88,13-03-2025,115.5654602,117.7451862,113.7756845,117.0152747,299033100
89,14-03-2025,121.6546936,121.8646663,118.1351397,118.595081,277593500
90,17-03-2025,119.5149612,122.8745391,118.01515,122.7245565,255501500
91,18-03-2025,115.4154739,119.0050185,114.5255866,117.9851502,299686900
92,19-03-2025,117.5052109,120.4348425,115.665446,117.2552423,273426200
93,20-03-2025,118.5150833,120.1848713,116.455345,116.5353367,248829700
94,21-03-2025,117.6851883,117.9751527,115.4054764,116.9252894,266498500
95,24-03-2025,121.3947296,122.2046253,119.3249827,119.8649157,228452500
96,25-03-2025,120.6748199,121.2747429,118.9050383,120.5348382,167447200
97,26-03-2025,113.7456894,118.8250445,112.6958184,118.7150653,293463300
98,27-03-2025,111.4159851,114.4356019,110.6460853,111.3359933,236902100
99,28-03-2025,109.6562042,112.8558063,109.0562812,111.475975,229872500
100,31-03-2025,108.3663635,110.9460408,103.6369628,105.1167724,299212700
101,01-04-2025,110.1361389,110.186128,106.4566017,108.5063392,222614000
102,02-04-2025,110.406105,111.9659139,106.7765645,107.2765016,220601200
103,03-04-2025,101.7871933,105.6167056,101.5872139,103.4969772,338769400
104,04-04-2025,94.29813385,100.1174014,92.09841365,98.8975613,532273800
105,07-04-2025,97.62770844,101.7371917,86.60909899,87.44898959,611041300
106,08-04-2025,96.28788757,105.8366815,94.4481151,103.7969372,476243400
107,09-04-2025,114.3156128,115.0855125,97.51772411,98.87755356,612918300
108,10-04-2025,107.5564651,110.8460521,99.13752639,109.3562417,437812400
109,11-04-2025,110.9160385,111.5359632,107.4664758,108.4863441,313417300
110,14-04-2025,110.6960678,114.2756191,109.0562748,114.0956415,264705000
111,15-04-2025,112.1858826,113.6057097,110.4860995,110.9560416,228966900
112,16-04-2025,104.4768524,106.7765661,100.4373598,104.5368501,397016900
113,17-04-2025,101.4772263,104.4568546,100.0374127,104.4368529,292517500
114,21-04-2025,96.89781189,99.42749238,95.0280444,98.75757087,288501100
115,22-04-2025,98.87755585,99.79743825,97.26775783,98.76756908,241004800
116,23-04-2025,102.6970749,104.7868159,102.0071593,104.5068447,247526000
117,24-04-2025,106.4166031,106.5265899,103.0970213,103.4669775,220815000
118,25-04-2025,110.9960403,111.9059219,105.7167056,106.8365599,251064700
119,28-04-2025,108.7163162,110.3561092,106.0066506,109.6761945,207708500
120,29-04-2025,109.006279,110.1861308,107.4264836,107.6564504,170444300
121,30-04-2025,108.9062958,108.9062958,104.0669083,104.4568586,235044600
122,01-05-2025,111.5959549,114.9255377,111.2859963,113.0657711,236121500
123,02-05-2025,114.4855957,115.385484,113.3557406,114.1656363,190194800
124,05-05-2025,113.8056793,114.6555709,112.6458292,112.8957978,133163200
125,06-05-2025,113.5257187,114.7255647,110.8060596,111.4659803,158525600
126,07-05-2025,117.0452728,117.6651976,112.2658753,113.0357827,206758800
127,08-05-2025,117.3552399,118.6650727,115.8354268,118.2351264,198428100
128,09-05-2025,116.6353226,118.2151256,115.1955013,117.3352314,132972200
129,12-05-2025,122.9845276,122.9845276,120.2648685,121.9546584,225023300
130,13-05-2025,129.9136505,131.2034968,124.4543458,124.9642838,330430100
131,14-05-2025,135.3229675,135.422961,131.6634244,133.1832374,281180800
132,15-05-2025,134.8130341,136.2828503,132.643309,134.2730935,226632600
133,16-05-2025,135.3829651,136.3328578,133.4432219,136.2028693,226542500
134,19-05-2025,135.552948,135.852898,132.3733402,132.3733402,193154600
135,20-05-2025,134.3630829,134.5630546,132.6032948,134.2730826,161514200
136,21-05-2025,131.7834167,137.3827029,130.5735623,133.0432527,270608700
137,22-05-2025,132.8132935,134.233113,131.5334557,132.2133628,187344000
138,23-05-2025,131.2734833,132.6633079,129.1437615,129.9836522,198821300
139,27-05-2025,135.4829407,135.6429242,133.293214,134.1331045,192953600
140,28-05-2025,134.793045,137.2327407,134.7730433,136.0128928,304021100
141,29-05-2025,139.1725006,143.471963,137.8926628,142.2321134,369241900
142,30-05-2025,135.1130066,139.602432,132.9032779,138.7025513,333170900
143,02-06-2025,137.3627167,138.1026138,135.3829549,135.4729551,197663100
144,03-06-2025,141.2022247,141.9821253,137.9326321,138.7625294,225578800
145,04-06-2025,141.9021454,142.3720875,139.5224399,142.1721157,167120800
146,05-06-2025,139.9723969,143.981887,138.8125391,142.1521153,231397900
147,06-06-2025,141.7021637,143.2519717,141.4921834,142.4920576,153986200
148,09-06-2025,142.6120605,144.9817575,141.9221449,143.1719877,185114500
149,10-06-2025,143.9418945,144.2718396,141.5121923,142.67205,155881900
150,11-06-2025,142.8219452,144.981827,141.8619926,144.6018436,167694000
151,12-06-2025,144.9918213,144.9918213,141.8420051,141.9619934,162365000
152,13-06-2025,141.9619904,143.5719001,140.8420584,142.4719561,180820600
153,16-06-2025,144.681839,146.1717452,143.1919176,143.3419183,183133700
154,17-06-2025,144.1118622,145.2118062,143.771885,144.4818517,139108000
155,18-06-2025,145.4717865,145.6417751,143.1119191,144.0018682,161494100
156,20-06-2025,143.8418884,146.1917467,142.6419439,145.441789,242956200
157,23-06-2025,144.1618652,144.7718314,142.0219866,142.4919613,154308900
158,24-06-2025,147.8916473,147.9516568,145.4917889,145.5517831,187566100
159,25-06-2025,154.3013,154.4412915,149.2515816,149.2615908,269146500
160,26-06-2025,155.011261,156.7111621,153.9913142,155.9711983,198145700
161,27-06-2025,157.7411041,158.7010567,155.251239,156.0311938,263234500
162,30-06-2025,157.9810944,158.6510547,155.9512101,158.3910596,194580300
163,01-07-2025,153.2913666,157.1911408,151.481471,156.2811884,213143600
164,02-07-2025,157.2411346,157.591121,152.9613772,152.9713711,171224100
165,03-07-2025,159.3310089,160.9709158,157.7611054,158.3610624,143716100
166,07-07-2025,158.2310791,159.3010108,157.3311207,158.1910728,140139000
167,08-07-2025,159.9909821,160.2109709,158.3810722,159.3210216,138133000
168,09-07-2025,162.8708191,164.4107255,161.1509149,161.210909,183656400
169,10-07-2025,164.0907593,164.4907306,161.6008941,164.3107481,167704100
170,11-07-2025,164.9107056,167.8805394,163.4607903,163.7107762,193633300
171,14-07-2025,164.0607605,165.4806786,162.010873,165.360675,136975800
172,15-07-2025,170.6903687,172.3902697,169.1904533,171.1803465,230627400
173,16-07-2025,171.3603363,171.7403198,168.8904743,171.0503562,158831500
174,17-07-2025,172.9902496,174.1501879,170.8203738,172.0103091,160841100
175,18-07-2025,172.4002838,174.2401764,171.2503395,173.6302102,146456400
176,21-07-2025,171.3703461,173.3702334,170.9903626,172.740264,123126100
177,22-07-2025,167.0205841,171.380339,164.5707253,171.3303387,193114300
178,23-07-2025,170.7703705,171.2503391,167.9605313,169.520441,154082200
179,24-07-2025,173.7302094,173.8202006,171.2903445,172.4302796,128984600
180,25-07-2025,173.4902191,174.7101516,172.9502563,173.6002135,122316800
181,28-07-2025,176.740036,176.9900219,173.9601939,174.0101942,140023500
182,29-07-2025,175.5000916,179.3698836,175.010129,177.9499655,154077500
183,30-07-2025,179.259903,179.8798631,176.030074,176.5000487,174312200
184,31-07-2025,177.8599701,183.289672,175.920077,182.8896854,221685400
185,01-08-2025,173.7102051,176.5300381,170.8803628,174.0801793,204529000
186,04-08-2025,179.9898529,180.1898386,174.5101661,175.1501294,148174600
187,05-08-2025,178.249939,180.2498261,175.8900715,179.6098629,156407600
188,06-08-2025,179.4098816,179.8898503,176.2400622,176.3200595,137192300
189,07-08-2025,180.7598114,183.8696367,178.7899213,181.5597693,151878400
190,08-08-2025,182.6896973,183.2896695,180.3898239,181.5397682,123396700
191,11-08-2025,182.0497284,183.8296268,180.2398329,182.0397345,138323200
192,12-08-2025,183.1496735,184.4695911,179.4498852,182.9496878,145485700
193,13-08-2025,181.5797577,183.9596284,179.3398938,182.6096984,179871700
194,14-08-2025,182.0097351,183.0096787,179.449882,179.7398589,129554000
195,15-08-2025,180.4398193,181.8897345,178.0299516,181.8697466,156602200
196,18-08-2025,181.9997253,182.9296808,180.5798073,180.5898165,132008000
197,19-08-2025,175.6300964,182.4897103,175.480111,182.4197069,185229200
198,20-08-2025,175.3901062,175.9900785,168.7904874,175.1601234,215142700
199,21-08-2025,174.9701233,176.8900131,173.8001911,174.840141,140040900
200,22-08-2025,177.9799652,178.5799222,171.1903397,172.6002638,172789400
201,25-08-2025,179.7998657,181.8997535,176.5600581,178.3399565,163012800
202,26-08-2025,181.7597504,182.3797105,178.7999106,180.0498401,168688200
203,27-08-2025,181.5897675,182.4797167,179.0899084,181.9697357,235518900
204,28-08-2025,180.1598358,184.4595963,176.4000534,180.8098083,281787800
205,29-08-2025,174.170166,178.1399433,173.1402253,178.0999522,243257900
206,02-09-2025,170.7703705,172.3702864,167.2105736,169.9904157,231164900
207,03-09-2025,170.6103821,172.4002898,168.8704899,171.0503597,164424900
208,04-09-2025,171.6503296,171.8503153,169.4004564,170.5603947,141670100
209,05-09-2025,167.0105896,169.0204708,164.0607589,168.0205272,224441400
210,08-09-2025,168.3005066,170.9503663,167.3405693,167.5405549,163769100
211,09-09-2025,170.7503662,170.970355,166.7306039,169.0804622,157548400
212,10-09-2025,177.3200073,179.2798883,175.4601115,176.6300438,226852000
213,11-09-2025,177.1699982,180.2799988,176.4799957,179.6799927,151159300
214,12-09-2025,177.8200073,178.6000061,176.4499969,177.7700043,124911000
215,15-09-2025,177.75,178.8500061,174.5099945,175.6699982,147061600
216,16-09-2025,174.8800049,177.5,174.3800049,177,140737800
217,17-09-2025,170.2899933,173.1999969,168.4100037,172.6399994,211843800
218,18-09-2025,176.2400055,177.1000061,172.9600067,173.9799957,191763300
219,19-09-2025,176.6699982,178.0800018,175.1799927,175.7700043,237182100
220,22-09-2025,183.6100006,184.5500031,174.7100067,175.3000031,269637000
221,23-09-2025,178.4299927,182.4199982,176.2100067,181.9700012,192559600
222,24-09-2025,176.9700012,179.7799988,175.3999939,179.7700043,143564100
223,25-09-2025,177.6900024,180.2599945,173.1300049,174.4799957,191586700
224,26-09-2025,178.1900024,179.7700043,174.9299927,178.1699982,148573700
225,29-09-2025,181.8500061,184,180.3200073,180.4299927,193063500
226,30-09-2025,186.5800018,187.3500061,181.4799957,182.0800018,236981000
227,01-10-2025,187.2400055,188.1399994,183.8999939,185.2400055,173844900
228,02-10-2025,188.8899994,191.0500031,188.0599976,189.6000061,136805800
229,03-10-2025,187.6199951,190.3600006,185.3800049,189.1900024,137596900
230,06-10-2025,185.5399933,187.2299957,183.3300018,185.5,157678100
231,07-10-2025,185.0399933,189.0599976,184,186.2299957,140088000
232,08-10-2025,189.1100006,189.6000061,186.5399933,186.5700073,130168900
233,09-10-2025,192.5700073,195.3000031,191.0599976,192.2299957,182997200
234,10-10-2025,183.1600037,195.6199951,182.0500031,193.5099945,268774400
235,13-10-2025,188.3200073,190.1100006,185.9600067,187.9700012,153482800
236,14-10-2025,180.0299988,184.8000031,179.6999969,184.7700043,205641400
237,15-10-2025,179.8300018,184.8699951,177.2899933,184.8000031,214450500
238,16-10-2025,181.8099976,183.2799988,179.7700043,182.2299957,179723300
239,17-10-2025,183.2200012,184.1000061,179.75,180.1799927,173135200
240,20-10-2025,182.6399994,185.1999969,181.7299957,183.1300049,128544700
241,21-10-2025,181.1600037,182.7899933,179.8000031,182.7899933,124240200
242,22-10-2025,180.2799988,183.4400024,176.7599945,181.1399994,162249600
243,23-10-2025,182.1600037,183.0299988,179.7899933,180.4199982,111363700
244,24-10-2025,186.2599945,187.4700012,183.5,183.8399963,131296700
245,27-10-2025,191.4900055,192,188.4299927,189.9900055,153452700
246,28-10-2025,201.0299988,203.1499939,191.9100037,193.0500031,297986200
247,29-10-2025,207.0399933,212.1900024,204.7799988,207.9799957,308829600
248,30-10-2025,202.8899994,206.1600037,201.4100037,205.1499939,178864400
249,31-10-2025,202.4900055,207.9700012,202.0700073,206.4499969,179485000
